Basic Information,,,,Airport Capacity,,,,Route Costs,,Distances from Airports (NM),,,,,,,,,,,,,,,,,"Private 
Use",
SAL,El Salvador,San Salvador,3200,E,E,2,1,2000,1500,5223,5561,5281,1650,6901,1926,7866,5183,1523,4720,7322,9071,996,3338,2999,9024,8265,15,2.0.0
MGA,Nicaragua,Managua,2500,E,E,2,2,2000,,5167,5491,5236,1674,7069,2104,7809,5141,1381,4673,7423,9196,1095,3160,2871,8992,8419,16,2.3.0
LIR,Costa Rica,Liberia,2750,E,E,1,1,1500,,5211,5527,5285,1756,7164,2193,7849,5191,1378,4721,7403,9296,1194,3070,2771,9041,8518,17,3.0.0
SJO,Costa Rica,San José,3000,F,G,2,3,2500,2000,5184,5493,5262,1775,7242,2276,7817,5170,1319,4699,7448,9349,1247,2988,2714,9015,8588,18,2.0.0
PTY,Panama,Tocumen,3050,F,G,3,3,5000,2000,5031,5317,5123,1796,7459,2529,7638,5035,1090,4562,7649,9434,1396,2744,1595,8845,8761,19,2.0.0
CTG,Colombia,Cartagena,2600,E,E,2,2,2500,1500,4814,5091,4912,1714,7520,2657,7407,4827,853,4354,7882,9335,1434,2653,2644,8615,8758,20,3.0.0
MDE,Colombia,Medellin,3600,F,G,3,3,4000,2000,4998,5256,5105,1970,7737,2821,7555,5023,1014,4551,7729,9587,1657,2456,2389,8756,9006,21,2.3.0
BOG,Colombia,Bogota,3800,F,G,4,4,9000,8000,5010,5256,5123,2063,7853,2936,7542,5044,1030,4572,7730,9655,1771,2340,2294,8735,9112,22,2.0.0
CLO,Colombia,Cali,3000,E,E,2,3,2500,,5152,5402,5262,2125,7833,2881,7691,5182,1169,4710,7584,9752,1772,2383,2239,8886,9136,23,3.0.0
UIO,Ecuador,Quito,4100,F,G,2,3,2500,1500,5393,5636,5506,2344,7933,2949,7911,5427,1413,4955,7350,9984,1931,2325,2042,9092,9287,24,2.3.0
GYE,Ecuador,Guayaquil,2800,E,E,2,2,2000,,5545,5786,5659,2470,7966,2976,8053,5580,1566,5108,7200,10107,2019,2323,1943,9226,9348,25,2.0.0
IQT,Peru,Iquitos,2500,E,E,1,1,1500,,5350,5553,5481,2574,8295,3318,7758,5411,1442,4946,7418,10109,2249,1952,1783,8888,9612,26,3.0.0
PIU,Peru,Piura,2500,C,C,1,1,1500,,5709,5939,5827,2655,8070,3085,8183,5750,1738,5280,7045,10285,2184,2256,1778,9331,9472,27,3.0.0
TRU,Peru,Trujillo,3000,C,C,1,1,1500,,5774,5983,5901,2823,8255,3275,8183,5828,1832,5361,6991,10463,2374,2090,1588,9286,9663,28,3.0.0
LIM,Peru,Lima,3500,F,G,3,4,5500,3000,5866,6046,6005,3058,8503,3533,8171,5938,1986,5477,6904,10640,2633,1875,1329,9196,9917,29,2.2.0
CUZ,Peru,Cusco,3400,C,C,2,1,2000,,5727,5874,5877,3164,8786,3799,7920,5818,1966,5368,7036,10374,2819,1563,1194,8897,10177,30,3.0.0
AQP,Peru,Arequipa,2980,F,G,1,1,1500,,5835,5967,5991,3334,8916,3939,7953,5936,2123,5491,6919,10327,2983,1476,1024,8871,10326,31,3.0.0
LPB,Bolivia,La Paz,4000,E,E,2,1,2000,,5712,5826,5874,3368,9066,4077,7770,5823,2095,5387,7029,10138,3069,1292,1023,8676,10432,32,3.0.0
CBB,Bolivia,Cochabamba,4000,F,G,2,1,2000,,5676,5774,5842,3441,9187,4197,7676,5794,2136,5365,7051,10012,3168,1164,990,8558,10507,33,3.0.0
VVI,Bolivia,Santa Cruz,3500,F,G,2,1,2000,1500,5571,5653,5742,3490,9316,4329,7513,5699,2142,5279,7136,9840,3260,998,1031,8384,10475,34,2.0.0
ASU,Paraguay,Asuncion,3350,F,G,1,2,1500,1500,5716,5653,5903,4011,9860,4870,7327,5876,2618,5494,6891,9392,3812,614,848,8030,10298,35,3.0.0
ARI,Chile,Arica Chacalluta,2300,C,C,1,1,1500,,5876,5991,6037,3461,9048,4076,7919,5986,2225,5548,6867,10215,3121,1371,903,8790,10463,36,3.0.0
IQQ,Chile,Iquique,3350,F,G,1,1,1500,1500,5967,6068,6131,3593,9137,4180,7944,6082,2352,5649,6767,10138,3246,1329,773,8764,10548,37,3.0.0
CJC,Chile,Calama,3040,F,G,2,1,2000,1500,6005,6090,6174,3718,9263,4316,7901,6128,2456,5703,6714,10009,3382,1240,662,8673,10643,38,3.0.0
ANF,Chile,Antofagasta,2600,E,E,2,1,1500,1500,6104,6191,6272,3764,9223,4303,7996,6226,2526,5799,6618,10031,3404,1318,598,8744,10549,39,3.0.0
CPO,Chile,Copiaco,2200,E,E,1,1,1500,1500,6282,6349,6455,3764,9316,4468,8050,6413,2755,5994,6421,9858,3613,1336,368,8696,10408,40,3.0.0
LSC,Chile,La Serena,2300,C,C,1,1,1500,1500,6412,6465,6588,4147,9355,4578,8089,6549,2916,6135,6279,9729,3756,1379,210,8659,10267,41,3.0.0
SCL,Chile,Santiago,3800,F,G,3,3,0,0,6545,6576,6726,4357,9430,4755,8079,6692,3118,6289,6119,9531,3961,1411,0,8552,10090,42,2.0.0
CCP,Chile,Concepcion,2600,E,E,1,1,1500,1500,6765,6785,6948,4550,9348,4848,8186,6916,3337,6517,5890,9246,4121,1588,232,8547,9860,43,3.0.0
ZCO,Chile,Temuco,2450,C,C,1,1,1500,1500,6838,6842,7025,4680,9372,4964,8157,6996,3460,6605,5796,9246,4251,1625,344,8458,9748,44,3.0.0
ZAL,Chile,Valdivia,2300,C,C,1,1,1500,1500,6883,6884,7069,4722,9351,4987,8172,7042,3507,6651,5749,9209,4287,1663,392,8449,9700,45,3.0.0
ZOS,Chile,Osorno,2300,C,C,1,1,1500,1500,6920,6915,7108,4780,9349,5034,8164,7082,3563,6695,5703,9153,4343,1689,447,8413,9646,46,3.0.0
PMC,Chile,Puerto Montt,2650,F,G,1,1,1500,1500,6954,6943,7143,4829,9343,5073,8159,7118,3612,6734,5661,9105,4391,1716,496,8384,9599,47,3.0.0
MHC,Chile,Dalcahue,2300,C,C,1,1,,1500,7011,6996,7200,4882,9309,5101,8178,7176,3671,6793,5601,9057,4435,1767,555,8372,9539,48,3.0.0
BBA,Chile,Balmaceda,2500,C,C,1,1,1500,,7083,7037,7278,5101,9349,5326,8052,7262,3866,6900,5476,8829,4666,1820,753,8167,9358,49,3.0.0
PNT,Chile,Puerto Natales,2300,C,C,1,1,1500,,7326,7241,7525,5443,9187,5583,7997,7518,4212,7179,5173,8499,4989,2076,1100,7957,9013,50,3.0.0
PUQ,Chile,Punta Arenas,2800,E,E,1,1,1500,,7325,7226,7527,5528,9202,5684,7914,7523,4282,7196,5142,8408,5082,2092,1177,7857,8946,51,3.0.0
USH,Argentina,Ushuaia,2800,E,E,1,1,1500,,7321,7202,7525,5647,9212,5826,7796,7527,4381,7217,5098,8278,5215,2122,1292,7716,8846,52,3.0.0
FTE,Argentina,El Calafate,2650,E,E,1,1,1500,,7260,7185,7459,5361,9241,5527,8004,7450,4127,7106,5252,8577,4913,2005,1015,8003,9099,53,3.0.0
BRC,Argentina,Bariloche,2350,E,E,1,1,1500,1500,6878,6861,7068,4818,9432,5112,8075,7044,3580,6665,5725,9099,4399,1632,466,8325,9641,54,3.0.0
NQN,Argentina,Neuquen,2570,E,E,1,1,1500,1500,6687,6672,6877,4702,9581,5094,7947,6854,3431,6476,5911,9175,4317,1445,357,8280,9796,55,3.0.0
MDZ,Argentina,Mendoza,2800,F,G,1,1,1500,1500,6450,6475,6632,4334,9522,4792,7977,6600,3070,6201,6204,9517,3962,1305,106,8476,10153,56,3.0.0
SLA,Argentina,Salta,3000,C,C,1,1,1500,1500,5981,6037,6158,3886,9498,4547,7745,6120,2577,5710,6701,9774,3586,1044,584,8460,10644,57,3.0.0
IGR,Argentina,Puerto Iguazu,3300,F,G,1,1,1500,1500,5636,5632,5826,4090,10000,5013,7173,5804,2675,5434,6933,9230,3926,458,966,7862,10132,58,3.0.0
COR,Argentina,Cordoba,3200,F,G,2,1,2000,1500,6223,6237,6409,4280,9724,4877,7737,6380,2962,5991,6404,9457,3967,1055,356,8292,10251,59,3.0.0
EZE,Argentina,Buenos Aires Ezeiza,3300,F,G,3,4,4000,4000,6190,6158,6384,4549,10045,5227,7477,6367,3183,6009,6350,9108,4283,930,615,7956,9951,60,2.0.0
AEP,Argentina,Aeroparque,2700,E,E,3,2,3500,1500,6174,6143,6368,4536,10049,5220,7469,6351,3168,5993,6367,9114,4272,915,620,7955,9962,61,3.0.0
MVD,Uruguay,Montevideo,3200,F,G,2,2,1500,1500,6111,6068,6307,4584,10168,5317,7355,6293,3199,5945,6400,9014,4345,848,738,7837,9882,62,3.0.0
PDP,Uruguay,Punta del Este,2150,E,E,1,1,,1500,6082,6035,6279,4599,10214,5352,7309,6267,3207,5922,6417,8978,4370,821,784,7792,9852,63,3.0.0
PET,Brazil,Pelotas,2300,C,C,1,1,1500,1500,5849,5804,6045,4466,10304,5332,7141,6033,3050,5690,6643,8969,4287,587,938,7698,9875,64,3.0.0
POA,Brazil,Porto Alegre,3200,F,G,2,3,3000,1500,5731,5689,5927,4390,10302,5312,7061,5914,2964,5570,6760,8964,4236,468,1021,7655,9875,65,3.0.0
CXJ,Brazil,Caxias do Sul,2300,C,C,1,1,1500,1500,5693,5655,5889,4345,10270,5280,7051,5875,2918,5529,6805,8986,4196,429,1035,7663,9896,66,3.0.0
PFB,Brazil,Passo Fundo,2300,C,C,1,1,1500,1500,5684,5657,5878,4270,10187,5198,7097,5862,2847,5508,6837,9064,4115,429,999,7730,9974,67,3.0.0
GEL,Brazil,Santo Angelo,2300,C,C,1,1,1500,1500,5746,5727,5938,4239,10115,5125,7192,5919,2828,5558,6799,9151,4062,508,909,7826,10062,68,3.0.0
XAP,Brazil,Chapeco,2300,C,C,1,1,1500,1500,5642,5622,5835,4202,10128,5141,7098,5817,2778,5459,6893,9107,4050,403,1010,7756,10014,69,3.0.0
JJG,Brazil,Jaguaruna,2500,C,C,1,1,1500,1500,5601,5555,5798,4358,10323,5347,6935,5787,2919,5448,6871,8895,4237,345,1150,7556,9804,70,3.0.0
FLN,Brazil,Florianopolis,2400,E,E,2,3,2000,1500,5537,5493,5733,4313,10289,5331,6894,5722,2871,5382,6937,8892,4206,279,1197,7535,9795,71,3.0.0
NVT,Brazil,Navegantes,2300,C,C,2,2,1500,1500,5501,5462,5697,4267,10245,5297,6887,5685,2824,5343,6981,8912,4165,239,1211,7544,9811,72,3.0.0
JOI,Brazil,Joinville,2300,C,C,1,1,1500,1500,5474,5439,5670,4228,10207,5266,6884,5656,2784,5312,7015,8932,4129,210,1220,7555,9827,73,3.0.0
CWB,Brazil,Curitiba,2300,E,E,2,3,2500,1500,5453,5422,5648,4182,10160,5225,6893,5633,2738,5284,7048,8964,4084,195,1221,7578,9854,74,3.0.0
IGU,Brazil,Foz do Iguacu,2100,E,E,1,1,1500,1500,5630,5627,5820,4082,9994,5007,7172,5798,2667,5428,6940,9233,3919,457,970,7864,10135,75,3.0.0
CAC,Brazil,Cascavel,2300,C,C,1,1,1500,1500,5569,5564,5759,4066,10003,5024,7111,5738,2643,5370,6994,9157,3919,396,1034,7815,10090,76,3.0.0
MGF,Brazil,Maringa,2400,E,E,1,1,1500,1500,5447,5442,5638,4009,9976,5026,7009,5616,2575,5250,7110,9148,3892,306,1153,7741,10020,77,3.0.0
LDB,Brazil,Londrina,2300,C,C,1,1,1500,1500,5410,5401,5602,4019,9993,5058,6960,5582,2580,5219,7136,9103,3914,257,1198,7693,9972,78,3.0.0
PPB,Brazil,Presidente Prudente,2300,C,C,1,1,1500,1500,5365,5363,5555,3948,9925,5002,6956,5533,2509,5166,7194,9136,3849,284,1226,7712,9986,79,3.0.0
CGR,Brazil,Campo Grande,2600,E,E,1,1,1500,1500,5395,5419,5580,3788,9745,4797,7101,5552,2364,5167,7217,9335,3659,490,1157,7897,10153,80,3.0.0
CGB,Brazil,Cuiaba,2299,C,C,2,1,2000,1500,5220,5276,5399,3488,9454,4546,7092,5363,2064,4961,7441,9453,3376,718,1329,7981,10108,81,3.0.0
PVH,Brazil,Porto Velho,2400,C,C,1,1,1500,,5195,5328,5353,2958,8862,3929,7374,5299,1606,4859,7555,9849,2776,1335,1529,8401,9975,82,3.0.0
MAO,Brazil,Manaus,2700,F,G,1,3,1500,2000,4788,4929,4944,2697,8672,3883,7026,4889,1278,4448,7965,9495,2633,1465,1918,8110,9592,83,2.0.0
OPS,Brazil,Sinop,2300,C,C,1,1,,,5025,5097,5200,3287,9265,4424,6987,5161,1850,4752,7655,9412,3214,866,1537,7935,9933,84,3.0.0
SJP,Brazil,Sao Jose Do Rio Preto,2300,C,C,1,1,1500,1500,5232,5226,5243,3917,9896,5038,6825,5403,2467,5041,7311,9041,3854,227,1364,7601,9866,85,3.0.0
RAO,Brazil,Ribeirao Preto,2300,C,C,1,1,1500,1500,5194,5177,5387,3972,9942,5122,6743,5369,2518,5015,7323,8947,3927,156,1426,7510,9778,86,3.0.0
VCP,Brazil,Campinas,3700,F,G,3,4,4000,4000,5264,5236,5459,4089,10060,5219,6743,5445,2673,5098,7227,8893,4036,45,1393,7473,9751,87,3.0.0
CGH,Brazil,Congonhas,1880,C,C,3,3,6000,,5279,5245,5475,4134,10102,5262,6729,5462,2680,5120,7199,8859,4082,16,1397,7446,9725,88,3.0.0
GRU,Brazil,Sao Paulo,3700,F,G,4,4,0,0,5264,5230,5460,4127,10093,5263,6716,5447,2673,5105,7214,8852,4079,0,1411,7436,9715,89,2.0.0
SDU,Brazil,Santos Dumont,2300,C,C,3,2,3500,1500,5135,5085,5333,4181,10083,5391,6532,5325,2722,4997,7292,8678,4177,186,1585,7254,9531,90,3.0.0
GIG,Brazil,Rio de Janeiro Galeao,4000,F,G,3,4,4000,3500,5133,5084,5331,4174,10077,5384,6535,5322,2714,4994,7297,8683,4169,182,1583,7258,9536,91,2.0.0
IZA,Brazil,Zona da Mata,2500,C,C,1,1,1500,1500,5066,5022,5263,4107,9999,5341,6506,5253,2647,4921,7373,8690,4115,217,1627,7253,9525,92,3.0.0
CNF,Brazil,Belo Horizonte,3600,F,G,3,3,3500,1500,4997,4996,5193,3986,9885,5238,6512,5179,2526,4838,7472,8745,4001,268,1653,7294,9552,93,3.0.0
AAX,Brazil,Araxa,1900,C,C,1,1,1500,1500,5090,5077,5283,3906,9861,5101,6670,5265,2449,4910,7427,8914,3885,234,1519,7463,9717,94,3.0.0
UDI,Brazil,Uberlandia,2300,C,C,1,1,1500,1500,5099,5096,5290,3839,9805,5019,6725,5269,2383,4907,7442,8989,3808,290,1489,7534,9777,95,3.0.0
CLV,Brazil,Caldas Novas,2300,C,C,1,1,1500,1500,5056,5060,5245,3767,9732,4959,6724,5223,2311,4856,7500,9016,3741,363,1519,7553,9778,96,3.0.0
GYN,Brazil,Goiania,2300,C,C,2,2,2000,1500,5024,5037,5212,3692,9660,4891,6735,5187,2237,4815,7549,9054,3668,437,1539,7586,9788,97,3.0.0
BSB,Brazil,Brasilia,3300,F,G,3,3,4000,1500,4942,4952,5131,3683,9633,4923,6649,5108,2224,4739,7618,8980,3683,461,1624,7508,9701,98,2.0.0
MOC,Brazil,Montes Claros,2300,C,C,1,1,1500,1500,4847,4830,5041,3836,9710,5142,6445,5025,2376,4677,7643,8744,3880,461,1766,7276,9499,99,3.0.0
VIX,Brazil,Vitoria,2300,C,C,2,1,2000,1500,4914,4860,5113,4120,9911,5429,6328,5106,2662,4785,7483,8535,4173,394,1804,7088,9355,100,3.0.0
BPS,Brazil,Porto Seguro,2300,C,C,1,1,1500,1500,4684,4640,4882,3960,9673,5355,6184,4873,2509,4548,7721,8471,4063,592,1991,7003,9234,101,3.0.0
VDC,Brazil,Vitoria Da Conquista,2300,C,C,1,1,1500,,4660,4634,4856,3825,9594,5216,6246,4843,2373,4504,7792,8570,3923,605,1968,7097,9300,102,3.0.0
IOS,Brazil,Ilheus,2300,C,C,1,1,1500,,4600,4563,4798,3879,9577,5302,6146,4787,2432,4458,7817,8464,3999,667,2052,6991,9200,103,3.0.0
SSA,Brazil,Salvador,3000,F,G,2,3,3000,1500,4482,4449,4678,3805,9457,5271,6065,4667,2367,4336,7937,8413,3953,784,2157,6936,9119,104,3.0.0
AJU,Brazil,Aracaju,2300,C,C,1,1,1500,1500,4345,4313,4542,3750,9329,5267,5954,4531,2327,4201,8064,8326,3932,920,2288,6848,9004,105,3.0.0
MCZ,Brazil,Maceio,2600,E,E,2,1,2000,,4230,4197,4427,3722,9226,5281,5850,4417,2314,4090,8163,8237,3934,1036,2403,6760,8897,106,3.0.0
REC,Brazil,Recife,2750,F,G,3,3,3000,1500,4132,4100,4329,3685,9133,5278,5770,4319,2292,3994,8252,8171,3922,1134,2497,6696,8812,107,3.0.0
JPA,Brazil,Joao Pessoa,2500,E,E,1,1,1500,,4083,4056,4280,3637,9076,5244,5749,4268,2251,3940,8310,8161,3884,1182,2536,6687,8785,108,3.0.0
NAT,Brazil,Natal,3000,E,E,1,2,1500,,4026,4009,4221,3556,9002,5178,5739,4208,2177,3874,8389,8166,3814,1239,2576,6697,8763,109,3.0.0
FOR,Brazil,Fortaleza,2700,F,G,2,3,2500,2000,4030,4043,4221,3347,8917,4354,5865,4200,1957,3842,8471,8318,3591,1266,2532,6860,8851,110,3.0.0
JJD,Brazil,Jericoacoara,2300,C,C,1,1,1500,,4050,4079,4237,3241,8877,4834,5945,4212,1841,3843,8495,8407,3473,1282,2501,6957,8904,111,3.0.0
SLZ,Brazil,Sao Luis,2400,C,C,1,1,1500,,4171,4226,4352,3094,8863,4631,6151,4320,1667,3933,8442,8620,3281,1258,2374,7180,9063,112,3.0.0
THE,Brazil,Teresina,2300,C,C,1,1,1500,,4241,4274,4427,3265,9012,4785,6132,4400,1834,4025,8329,8586,3442,1123,2308,7127,9100,113,3.0.0
JDO,Brazil,Juazeiro do Norte,2300,C,C,1,1,1500,,4226,4227,4418,3490,9128,5033,5987,4400,2072,4048,8260,8413,3687,1058,2351,6941,9006,114,3.0.0
PNZ,Brazil,Petrolina,3250,C,C,1,1,1500,1500,4376,4374,4568,3555,9264,5042,6107,4550,2119,4197,8117,8514,3713,910,2205,7038,9139,115,3.0.0
PMW,Brazil,Palmas,2500,C,C,1,1,1500,1500,4688,4728,4872,3372,9299,4700,6555,4842,1912,4456,7922,8997,3419,796,1857,7502,9553,116,3.0.0
IMP,Brazil,Imperatriz,2300,C,C,1,1,1500,,4428,4487,4608,3146,9025,4574,6398,4574,1691,4180,8207,8859,3255,1076,2118,7404,9324,117,3.0.0
BEL,Brazil,Belem,2800,F,G,2,2,2000,1500,4269,4355,4442,2899,8770,4381,6354,4402,1451,3994,8408,8830,3041,1328,2294,7412,9178,118,3.0.0
MCP,Brazil,Macapa,2300,C,C,1,1,1500,,4299,4408,4466,2748,8659,4204,6460,4421,1292,4001,8413,8934,2868,1435,2294,7542,9197,119,3.0.0
PBM,Suriname,Paramaribo,3500,F,G,1,1,1500,1500,4212,4372,4364,2345,8288,3817,6539,4307,887,3863,8548,8964,2469,1807,2494,7682,9016,120,2.0.0
MUN,Venezuela,Maturin,2300,C,C,2,2,2000,1500,4342,4562,4469,1913,7893,3280,6827,4398,498,3933,8420,9098,1943,2219,2625,8016,8869,121,3.0.0
PMV,Venezuela,Porlamar,3180,F,G,1,1,1500,1500,4324,4554,4447,1830,7811,3201,6831,4374,431,3097,8431,9066,1861,2303,2687,8026,8803,122,2.4.0
CCS,Venezuela,Caracas,3600,F,G,2,3,3000,1500,4460,4702,4578,1791,7755,3063,6991,4501,500,4031,8284,9170,1745,2371,2649,8190,8825,123,2.0.0
AUA,Aruba,Oranjestad,2750,E,E,2,2,2000,1500,4501,4765,4608,1636,7575,2852,7074,4526,520,4054,8215,9135,1539,2561,2754,8280,8699,124,2.0.0
CUR,Netherlands,Curacao,3400,F,G,1,1,1500,1500,4472,4730,4581,1668,7619,2914,7034,4501,488,4029,8253,9131,1595,2512,2737,8239,8723,125,2.0.0
BON,Netherlands,Bonaire,2900,E,E,1,1,1500,1500,4446,4701,4557,1682,7640,2950,7003,4478,464,4007,8283,9119,1627,2488,2736,8207,8730,126,2.0.0
POS,Trinidad and Tobago,Port of Spain,3200,F,G,2,2,2000,1500,4231,4447,4361,1908,7884,3342,6709,4291,459,3827,8533,8995,1991,2220,2694,7897,8806,127,2.0.0
BGI,Barbados,Bridgetown,3350,F,G,2,2,1500,1500,4049,4269,4177,1822,7778,3356,6540,4107,364,3643,8714,8811,1985,2320,2862,7733,8642,128,2.0.0
SVD,Saint Vincent and the Grenadines,Kingstown,2750,E,E,1,1,1500,1500,4112,4341,4237,1773,7743,3271,6620,4165,315,3699,8644,8863,1904,2359,2847,7816,8653,129,3.0.3
SLU,Saint Lucia,Saint Lucia,1900,C,C,1,1,1500,1500,4069,4301,4192,1731,7697,3252,6585,4119,271,3652,8685,8815,1881,2404,2900,7783,8600,130,2.0.0
FDF,Martinique,Martinique,3000,F,G,1,2,1500,1500,4044,4280,4167,1701,7664,3234,6567,4093,241,3626,8707,8787,1861,2436,2934,7768,8566,131,2.0.0
DCF,Dominica,Roseau,950,B,B,1,1,1500,,4029,4269,4148,1650,7615,3192,6562,4074,190,3605,8717,8761,1817,2486,2973,7765,8525,132,2.0.0
DOM,Dominica,Dominica,1750,B,B,1,1,,1500,4016,4257,4135,1642,7605,3191,6551,4060,183,3592,8729,8748,1814,2495,2987,7754,8512,133,2.0.0
PTP,Guadeloupe,Pointe-a-Pitre,3150,E,E,2,1,2000,1500,3995,4240,4112,1598,7560,3158,6539,4036,141,3567,8745,8718,1779,2540,3027,7743,8470,134,2.0.0
ANU,Antigua and Barbuda,Antigua,3050,F,G,1,2,1500,1500,3969,4220,4083,1544,7505,3120,6523,4006,93,3536,8764,8681,1739,2595,3076,7729,8420,135,2.0.0
NEV,Saint Kitts and Nevis,Nevis,1200,B,B,1,1,,1500,3998,4253,4111,1519,7486,3078,6559,4033,59,3562,8729,8700,1698,2615,3072,7765,8420,136,2.0.0
SKB,Saint Kitts and Nevis,Saint Kitts,2450,E,E,1,1,,1500,3999,4255,4111,1510,7478,3068,6562,4033,50,3562,8727,8698,1688,2624,3078,7768,8415,137,2.0.0
SBH,France,Saint Barthélemy,810,B,B,1,1,,,3972,4229,4084,1493,7458,3067,6537,4006,40,3535,8752,8670,1685,2643,3105,7744,8388,138,2.0.0
EUX,Netherlands,Sint Eustatius,1300,B,B,1,1,,,4002,4260,4113,1493,7462,3050,6568,4034,34,3563,8721,8695,1669,2640,3086,7775,8405,139,2.0.0
SAB,Netherlands,Saba,810,B,B,1,1,,,4018,4278,4129,1485,7457,3032,6587,4050,38,3578,8703,8707,1652,2646,3082,7794,8408,140,2.0.0
SXM,Sint Maarten,Sint Maarten,3650,F,F,3,1,0,0,3984,4245,4094,1461,7429,3028,6556,4015,0,3543,8734,8670,1646,2673,3118,7763,8373,141,2.0.0
AXA,Anguilla,Anguilla,1665,C,C,1,1,1500,,3975,4237,4085,1454,7421,3026,6548,4005,23,3533,8749,8649,1638,2692,3140,7749,8351,142,2.0.0
VIJ,British Virgin Islands,Virgin Gorda,950,B,B,1,1,,,4021,4289,4127,1405,7380,2950,6604,4046,79,3573,8685,8682,1569,2724,3132,7812,8353,143,2.0.0
EIS,British Virgin Islands,Beef Island,1400,B,B,1,1,,1500,4026,4294,4131,1402,7378,2944,6610,4050,86,3577,8679,8685,1564,2727,3131,7818,8353,144,2.0.0
STX,U.S. Virgin Islands,Saint Croix,3050,E,E,1,1,1500,1500,4067,4334,4174,1436,7414,2952,6647,4093,99,4621,8642,8731,1575,2692,3085,7855,8398,145,2.0.0
STT,U.S. Virgin Islands,Saint Thomas,2150,E,E,2,1,2000,1500,4048,4318,4152,1397,7375,2925,6633,4071,108,3598,8655,8701,1546,2731,3122,7841,8361,146,2.0.0
SJU,Puerto Rico,San Juan,3200,F,G,3,2,3500,1500,4085,4360,4187,1368,7348,2871,6678,4105,167,3632,8609,8719,1493,2761,3122,7886,8355,147,2.0.0
BQN,Puerto Rico,Aguadilla,3550,F,G,1,2,1500,1500,4129,4408,4228,1340,7320,2813,6728,4144,231,3671,8557,8740,1437,2792,3121,7935,8351,148,2.0.0
PUJ,Dominican Republic,Punta Cana,3100,F,G,2,1,3000,1500,4175,4459,4272,1312,7288,2749,6781,4187,301,3713,8500,8760,1377,2827,3121,7988,8344,149,2.0.0
LRM,Dominican Republic,La Romana,2950,E,E,1,1,1500,1500,4203,4489,4298,1308,7281,2724,6810,4213,332,3739,8469,8777,1355,2836,3113,8017,8349,150,3.0.3
SDQ,Dominican Republic,Santo Domingo,3350,F,G,2,1,2000,1500,4234,4523,4328,1296,7265,2687,6845,4242,375,3768,8432,8791,1320,2856,3110,8052,8347,151,2.0.0
